品种中文,合约品种,合约代码,交易所保证金,手续费-开仓,手续费-平昨,手续费-平今,现价,每手保证金,手续费-开加平,合约乘数,最小变动价位,最小跳动的浮亏比例,是否主力合约
棉纱,CY,CY2405,7.0,4元,4元,0元,23305.0,8156.75,4.0,5,5.0,0.0026818279339197596,不是
玻璃,FG,FG2306,20.0,6元,6元,6元,1725.0,6900.0,12.0,20,1.0,0.0027605244996549345,不是
玻璃,FG,FG2307,9.0,6元,6元,6元,1594.0,2869.2,12.0,20,1.0,0.006273525721455457,不是
玻璃,FG,FG2308,9.0,6元,6元,6元,1550.0,2790.0,12.0,20,1.0,0.0064516129032258064,不是
玻璃,FG,FG2309,12.0,6元,6元,6元,1500.0,3600.0,12.0,20,1.0,0.005128205128205128,是
玻璃,FG,FG2310,13.0,6元,6元,6元,1471.0,3824.6,12.0,20,1.0,0.004855783237836263,不是
玻璃,FG,FG2311,9.0,6元,6元,6元,1430.0,2574.0,12.0,20,1.0,0.006993006993006994,不是
玻璃,FG,FG2312,9.0,6元,6元,6元,1400.0,2520.0,12.0,20,1.0,0.007142857142857143,不是
玻璃,FG,FG2401,12.0,6元,6元,6元,1369.0,3285.6,12.0,20,1.0,0.005618924537843457,不是
玻璃,FG,FG2402,9.0,6元,6元,6元,1372.0,2469.6,12.0,20,1.0,0.00728862973760933,不是
玻璃,FG,FG2403,9.0,6元,6元,6元,1354.0,2437.2,12.0,20,1.0,0.007385524372230429,不是
玻璃,FG,FG2404,9.0,6元,6元,6元,1379.0,2482.2,12.0,20,1.0,0.00725163161711385,不是
玻璃,FG,FG2405,9.0,6元,6元,6元,1357.0,2442.6,12.0,20,1.0,0.007369196757553427,不是
甲醇,MA,MA2306,20.0,2元,2元,6元,2089.0,4178.0,8.0,10,1.0,0.0022795140076135767,不是
甲醇,MA,MA2307,8.0,2元,2元,6元,2068.0,1654.4,8.0,10,1.0,0.005372877713303245,不是
甲醇,MA,MA2308,8.0,2元,2元,6元,2065.0,1652.0,8.0,10,1.0,0.0053806833467850415,不是
甲醇,MA,MA2309,10.0,2元,2元,6元,2054.0,2054.0,8.0,10,1.0,0.004425953793042401,是
甲醇,MA,MA2310,8.0,2元,2元,6元,2070.0,1656.0,8.0,10,1.0,0.0053676865271068165,不是
甲醇,MA,MA2311,8.0,2元,2元,6元,2070.0,1656.0,8.0,10,1.0,0.0053676865271068165,不是
甲醇,MA,MA2312,8.0,2元,2元,6元,2113.0,1690.4,8.0,10,1.0,0.005258452963138245,不是
甲醇,MA,MA2401,10.0,2元,2元,6元,2120.0,2120.0,8.0,10,1.0,0.004288164665523156,不是
甲醇,MA,MA2402,8.0,2元,2元,6元,2122.0,1697.6,8.0,10,1.0,0.005236150382238978,不是
甲醇,MA,MA2403,8.0,2元,2元,6元,2105.0,1684.0,8.0,10,1.0,0.005278437582475587,不是
甲醇,MA,MA2404,8.0,2元,2元,6元,2099.0,1679.2,8.0,10,1.0,0.005293526017680377,不是
甲醇,MA,MA2405,8.0,2元,2元,6元,2070.0,1656.0,8.0,10,1.0,0.0053676865271068165,不是
菜籽油,OI,OI2307,9.0,2元,2元,2元,7719.0,6947.1,4.0,10,1.0,0.0012955045990413266,不是
菜籽油,OI,OI2309,9.0,2元,2元,2元,7635.0,6871.5,4.0,10,1.0,0.0013097576948264572,是
菜籽油,OI,OI2311,9.0,2元,2元,2元,7618.0,6856.2,4.0,10,1.0,0.0013126804935678657,不是
菜籽油,OI,OI2401,9.0,2元,2元,2元,7595.0,6835.5,4.0,10,1.0,0.0013166556945358788,不是
菜籽油,OI,OI2403,9.0,2元,2元,2元,7578.0,6820.2,4.0,10,1.0,0.0013196093956188968,不是
菜籽油,OI,OI2405,9.0,2元,2元,2元,7564.0,6807.6,4.0,10,1.0,0.0013220518244315177,不是
短纤,PF,PF2306,20.0,3元,3元,3元,7400.0,7400.0,6.0,5,2.0,0.0012870012870012872,不是
短纤,PF,PF2307,8.0,3元,3元,3元,7196.0,2878.4,6.0,5,2.0,0.003088135383855228,不是
短纤,PF,PF2308,8.0,3元,3元,3元,7120.0,2848.0,6.0,5,2.0,0.0031210986267166045,是
短纤,PF,PF2309,8.0,3元,3元,3元,7048.0,2819.2,6.0,5,2.0,0.003152982721654685,不是
短纤,PF,PF2310,8.0,3元,3元,3元,7038.0,2815.2,6.0,5,2.0,0.00315746266300401,不是
短纤,PF,PF2311,8.0,3元,3元,3元,7006.0,2802.4,6.0,5,2.0,0.0031718844165318618,不是
短纤,PF,PF2312,8.0,3元,3元,3元,6982.0,2792.8,6.0,5,2.0,0.003182787485279608,不是
短纤,PF,PF2401,8.0,3元,3元,3元,6958.0,2783.2,6.0,5,2.0,0.0031937657692184852,不是
短纤,PF,PF2402,8.0,3元,3元,3元,6998.0,2799.2,6.0,5,2.0,0.003175510463306977,不是
短纤,PF,PF2403,8.0,3元,3元,3元,6948.0,2779.2,6.0,5,2.0,0.0031983624384315235,不是
短纤,PF,PF2404,8.0,3元,3元,3元,6942.0,2776.8,6.0,5,2.0,0.0032011267966324144,不是
短纤,PF,PF2405,8.0,3元,3元,3元,6904.0,2761.6,6.0,5,2.0,0.003218745976567529,不是
花生,PK,PK2310,8.0,4元,4元,4元,10148.0,4059.2,8.0,5,2.0,0.0021898129899706564,不是
花生,PK,PK2311,8.0,4元,4元,4元,9624.0,3849.6,8.0,5,2.0,0.002309042209291586,是
花生,PK,PK2312,8.0,4元,4元,4元,9532.0,3812.8,8.0,5,2.0,0.0023313283909171447,不是
花生,PK,PK2401,8.0,4元,4元,4元,9518.0,3807.2,8.0,5,2.0,0.0023347575354299454,不是
花生,PK,PK2403,8.0,4元,4元,4元,9332.0,3732.8,8.0,5,2.0,0.00238129256560461,不是
花生,PK,PK2404,8.0,4元,4元,4元,9310.0,3724.0,8.0,5,2.0,0.002386919680152763,不是
菜籽粕,RM,RM2307,9.0,1.5元,1.5元,1.5元,3078.0,2770.2,3.0,10,1.0,0.003248862897985705,不是
菜籽粕,RM,RM2308,9.0,1.5元,1.5元,1.5元,3046.0,2741.4,3.0,10,1.0,0.0032829940906106366,不是
菜籽粕,RM,RM2309,9.0,1.5元,1.5元,1.5元,2921.0,2628.9,3.0,10,1.0,0.0034234851078397805,是
菜籽粕,RM,RM2311,9.0,1.5元,1.5元,1.5元,2720.0,2448.0,3.0,10,1.0,0.003676470588235294,不是
菜籽粕,RM,RM2401,9.0,1.5元,1.5元,1.5元,2611.0,2349.9,3.0,10,1.0,0.0038299502106472613,不是
菜籽粕,RM,RM2403,9.0,1.5元,1.5元,1.5元,2576.0,2318.4,3.0,10,1.0,0.003881987577639751,不是
菜籽粕,RM,RM2405,9.0,1.5元,1.5元,1.5元,2586.0,2327.4,3.0,10,1.0,0.0038669760247486465,不是
油菜籽,RS,RS2307,20.0,2元,2元,2元,5650.0,11300.0,4.0,10,1.0,0.0008428150021070375,不是
油菜籽,RS,RS2308,20.0,2元,2元,2元,5615.0,11230.0,4.0,10,1.0,0.0008480685239367341,不是
油菜籽,RS,RS2309,20.0,2元,2元,2元,5686.0,11372.0,4.0,10,1.0,0.0008374788536589451,是
油菜籽,RS,RS2311,20.0,2元,2元,2元,5673.0,11346.0,4.0,10,1.0,0.000839397983766043,不是
纯碱,SA,SA2306,20.0,3.5元,3.5元,0元,1911.0,7644.0,3.5,20,1.0,0.002491839226533104,不是
纯碱,SA,SA2307,9.0,3.5元,3.5元,0元,1893.0,3407.4,3.5,20,1.0,0.005282620179609086,不是
纯碱,SA,SA2308,9.0,3.5元,3.5元,0元,1796.0,3232.8,3.5,20,1.0,0.005567928730512249,不是
纯碱,SA,SA2309,12.0,7元,7元,7元,1691.0,4058.4,14.0,20,1.0,0.004548969658372379,是
纯碱,SA,SA2310,9.0,3.5元,3.5元,0元,1560.0,2808.0,3.5,20,1.0,0.00641025641025641,不是
纯碱,SA,SA2311,9.0,3.5元,3.5元,0元,1482.0,2667.6,3.5,20,1.0,0.0067476383265856945,不是
纯碱,SA,SA2312,9.0,3.5元,3.5元,0元,1456.0,2620.8,3.5,20,1.0,0.006868131868131869,不是
纯碱,SA,SA2401,12.0,7元,7元,7元,1437.0,3448.8,14.0,20,1.0,0.005353032492907232,不是
纯碱,SA,SA2402,9.0,3.5元,3.5元,0元,1435.0,2583.0,3.5,20,1.0,0.006968641114982578,不是
纯碱,SA,SA2403,9.0,3.5元,3.5元,0元,1416.0,2548.8,3.5,20,1.0,0.007062146892655367,不是
纯碱,SA,SA2404,9.0,3.5元,3.5元,0元,1425.0,2565.0,3.5,20,1.0,0.007017543859649122,不是
纯碱,SA,SA2405,9.0,3.5元,3.5元,0元,1407.0,2532.6,3.5,20,1.0,0.007107320540156362,不是
硅铁,SF,SF2306,20.0,3元,3元,0元,6828.0,6828.0,3.0,5,2.0,0.0013948168605462104,不是
硅铁,SF,SF2307,12.0,3元,3元,0元,7258.0,4354.8,3.0,5,2.0,0.0021196769612311086,是
硅铁,SF,SF2308,12.0,3元,3元,0元,7112.0,4267.2,3.0,5,2.0,0.0021631911395690925,不是
硅铁,SF,SF2309,12.0,3元,3元,0元,6992.0,4195.2,3.0,5,2.0,0.0022003168456257703,不是
硅铁,SF,SF2310,12.0,3元,3元,0元,6852.0,4111.2,3.0,5,2.0,0.0022452736988638916,不是
硅铁,SF,SF2311,12.0,3元,3元,0元,6978.0,4186.8,3.0,5,2.0,0.002204731353484578,不是
硅铁,SF,SF2312,12.0,3元,3元,0元,6892.0,4135.2,3.0,5,2.0,0.002232242510826376,不是
硅铁,SF,SF2401,12.0,3元,3元,0元,6874.0,4124.4,3.0,5,2.0,0.0022380877778026454,不是
硅铁,SF,SF2402,12.0,3元,3元,0元,6788.0,4072.8,3.0,5,2.0,0.002266443044286297,不是
硅铁,SF,SF2403,12.0,3元,3元,0元,6860.0,4116.0,3.0,5,2.0,0.0022426553038797934,不是
硅铁,SF,SF2404,12.0,3元,3元,0元,6824.0,4094.4,3.0,5,2.0,0.0022544864279917033,不是
硅铁,SF,SF2405,12.0,3元,3元,0元,6828.0,4096.8,3.0,5,2.0,0.0022531656978054164,不是
锰硅,SM,SM2306,20.0,3元,3元,0元,6762.0,6762.0,3.0,5,2.0,0.0014084308671708848,不是
锰硅,SM,SM2307,12.0,3元,3元,0元,6744.0,4046.4,3.0,5,2.0,0.002281230039237157,不是
锰硅,SM,SM2308,12.0,3元,3元,0元,6674.0,4004.4,3.0,5,2.0,0.002305156635393375,不是
锰硅,SM,SM2309,12.0,3元,3元,0元,6608.0,3964.8,3.0,5,2.0,0.0023281802942819894,是
锰硅,SM,SM2310,12.0,3元,3元,0元,6528.0,3916.8,3.0,5,2.0,0.002356711915535445,不是
锰硅,SM,SM2311,12.0,3元,3元,0元,6578.0,3946.8,3.0,5,2.0,0.002338798325420399,不是
锰硅,SM,SM2312,12.0,3元,3元,0元,6502.0,3901.2,3.0,5,2.0,0.0023661358635212837,不是
锰硅,SM,SM2401,12.0,3元,3元,0元,6508.0,3904.8,3.0,5,2.0,0.002363954422958725,不是
锰硅,SM,SM2402,12.0,3元,3元,0元,6452.0,3871.2,3.0,5,2.0,0.002384472316276408,不是
锰硅,SM,SM2403,12.0,3元,3元,0元,6428.0,3856.8,3.0,5,2.0,0.0023933751376190703,不是
锰硅,SM,SM2404,12.0,3元,3元,0元,6434.0,3860.4,3.0,5,2.0,0.002391143205566581,不是
锰硅,SM,SM2405,12.0,3元,3元,0元,6438.0,3862.8,3.0,5,2.0,0.002389657562071355,不是
白糖,SR,SR2307,9.0,3元,3元,0元,6889.0,6200.1,3.0,10,1.0,0.0014515894904920889,不是
白糖,SR,SR2309,12.0,3元,3元,0元,6761.0,8113.2,3.0,10,1.0,0.0011377470333246106,是
白糖,SR,SR2311,10.0,3元,3元,0元,6622.0,6622.0,3.0,10,1.0,0.0013728343538068697,不是
白糖,SR,SR2401,7.0,3元,3元,0元,6528.0,4569.6,3.0,10,1.0,0.001914828431372549,不是
白糖,SR,SR2403,7.0,3元,3元,0元,6395.0,4476.5,3.0,10,1.0,0.001954652071931196,不是
白糖,SR,SR2405,7.0,3元,3元,0元,6343.0,4440.1,3.0,10,1.0,0.001970676336118556,不是
PTA,TA,TA2306,20.0,3元,3元,0元,5682.0,5682.0,3.0,5,2.0,0.0016761368398116021,不是
PTA,TA,TA2307,7.0,3元,3元,0元,5652.0,1978.2,3.0,5,2.0,0.004423213021939137,不是
PTA,TA,TA2308,7.0,3元,3元,0元,5604.0,1961.4,3.0,5,2.0,0.004461099214846539,不是
PTA,TA,TA2309,7.0,3元,3元,0元,5530.0,1935.5,3.0,5,2.0,0.0045207956600361665,是
PTA,TA,TA2310,7.0,3元,3元,0元,5444.0,1905.4,3.0,5,2.0,0.004592211609110947,不是
PTA,TA,TA2311,7.0,3元,3元,0元,5450.0,1907.5,3.0,5,2.0,0.0045871559633027525,不是
PTA,TA,TA2312,7.0,3元,3元,0元,5432.0,1901.2,3.0,5,2.0,0.004602356406480118,不是
PTA,TA,TA2401,7.0,3元,3元,0元,5366.0,1878.1,3.0,5,2.0,0.004658963846440552,不是
PTA,TA,TA2402,7.0,3元,3元,0元,5358.0,1875.3,3.0,5,2.0,0.004665920119447555,不是
PTA,TA,TA2403,7.0,3元,3元,0元,5326.0,1864.1,3.0,5,2.0,0.004693954187007135,不是
PTA,TA,TA2404,7.0,3元,3元,0元,5308.0,1857.8,3.0,5,2.0,0.004709871891484552,不是
PTA,TA,TA2405,7.0,3元,3元,0元,5306.0,1857.1,3.0,5,2.0,0.004711647191858273,不是
尿素,UR,UR2306,20.0,5元,5元,5元,2016.0,8064.0,10.0,20,1.0,0.0023620559334845046,不是
尿素,UR,UR2307,8.0,5元,5元,5元,1914.0,3062.4,10.0,20,1.0,0.005805178218971323,不是
尿素,UR,UR2308,8.0,5元,5元,5元,1796.0,2873.6,10.0,20,1.0,0.006186587478346943,不是
尿素,UR,UR2309,8.0,5元,5元,5元,1756.0,2809.6,10.0,20,1.0,0.006327512022272842,是
尿素,UR,UR2310,8.0,5元,5元,5元,1710.0,2736.0,10.0,20,1.0,0.0064977257959714105,不是
尿素,UR,UR2311,8.0,5元,5元,5元,1742.0,2787.2,10.0,20,1.0,0.006378364587319812,不是
尿素,UR,UR2312,8.0,5元,5元,5元,1722.0,2755.2,10.0,20,1.0,0.006452445476835721,不是
尿素,UR,UR2401,8.0,5元,5元,5元,1716.0,2745.6,10.0,20,1.0,0.006475006475006474,不是
尿素,UR,UR2402,8.0,5元,5元,5元,1704.0,2726.4,10.0,20,1.0,0.006520605112154408,不是
尿素,UR,UR2403,8.0,5元,5元,5元,1741.0,2785.6,10.0,20,1.0,0.006382028208564682,不是
尿素,UR,UR2404,8.0,5元,5元,5元,1735.0,2776.0,10.0,20,1.0,0.006404098623118797,不是
尿素,UR,UR2405,8.0,5元,5元,5元,1708.0,2732.8,10.0,20,1.0,0.006505334374186833,不是
动力煤,ZC,ZC2306,50.0,150元,150元,150元,801.4,40070.0,300.0,100,0.2,0.0004893397338970527,不是
动力煤,ZC,ZC2307,50.0,150元,150元,150元,801.4,40070.0,300.0,100,0.2,0.0004893397338970527,不是
国际铜,BC,BC2306,15.0,万分之[0.1],万分之[0.1],0,58460.0,43845.0,2.9,5,10.0,0.0010691070817653095,不是
国际铜,BC,BC2307,10.0,万分之[0.1],万分之[0.1],0,58520.0,29260.0,2.9,5,10.0,0.0015534704529919841,不是
国际铜,BC,BC2308,9.0,万分之[0.1],万分之[0.1],0,58380.0,26271.0,2.9,5,10.0,0.00171291538198013,是
国际铜,BC,BC2309,9.0,万分之[0.1],万分之[0.1],0,58290.0,26230.5,2.9,5,10.0,0.0017155601303825696,不是
国际铜,BC,BC2310,9.0,万分之[0.1],万分之[0.1],0,58120.0,26154.0,2.9,5,10.0,0.0017205781142463866,不是
国际铜,BC,BC2311,9.0,万分之[0.1],万分之[0.1],0,58300.0,26235.0,2.9,5,10.0,0.0017152658662092622,不是
国际铜,BC,BC2312,9.0,万分之[0.1],万分之[0.1],0,57680.0,25956.0,2.9,5,10.0,0.0017337031900138695,不是
国际铜,BC,BC2401,9.0,万分之[0.1],万分之[0.1],0,57360.0,25812.0,2.9,5,10.0,0.0017433751743375174,不是
国际铜,BC,BC2403,9.0,万分之[0.1],万分之[0.1],0,57650.0,25942.5,2.9,5,10.0,0.0017346053772766695,不是
低硫燃料油,LU,LU2307,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3906.0,4687.2,0.8,10,1.0,0.0019693568080664855,不是
低硫燃料油,LU,LU2308,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3826.0,4591.2,0.8,10,1.0,0.00201053520447143,不是
低硫燃料油,LU,LU2309,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3792.0,4550.4,0.8,10,1.0,0.0020285621551444336,是
低硫燃料油,LU,LU2310,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3735.0,4482.0,0.7,10,1.0,0.0020595201318092883,不是
低硫燃料油,LU,LU2311,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3697.0,4436.4,0.7,10,1.0,0.0020806891242379473,不是
低硫燃料油,LU,LU2312,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3698.0,4437.6,0.7,10,1.0,0.002080126471689479,不是
低硫燃料油,LU,LU2401,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3632.0,4358.4,0.7,10,1.0,0.0021179261267366997,不是
低硫燃料油,LU,LU2402,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3601.0,4321.2,0.7,10,1.0,0.0021361587593189926,不是
低硫燃料油,LU,LU2403,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3541.0,4249.2,0.7,10,1.0,0.0021723546151673797,不是
低硫燃料油,LU,LU2404,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3467.0,4160.4,0.7,10,1.0,0.0022187215726298505,不是
低硫燃料油,LU,LU2405,12.0,万分之[0.1],万分之[0.1],万分之[0.1],3529.0,4234.8,0.7,10,1.0,0.0021797414826601564,不是
20号胶,NR,NR2306,15.0,万分之[0.2],万分之[0.2],0,9570.0,14355.0,1.9,10,5.0,0.003265412748171369,不是
20号胶,NR,NR2307,10.0,万分之[0.2],万分之[0.2],0,9640.0,9640.0,1.9,10,5.0,0.004715201810637496,不是
20号胶,NR,NR2308,10.0,万分之[0.2],万分之[0.2],0,9570.0,9570.0,1.9,10,5.0,0.004749691270067446,是
20号胶,NR,NR2309,10.0,万分之[0.2],万分之[0.2],0,9560.0,9560.0,1.9,10,5.0,0.004754659566375047,不是
20号胶,NR,NR2310,10.0,万分之[0.2],万分之[0.2],0,9610.0,9610.0,1.9,10,5.0,0.004729921483303378,不是
20号胶,NR,NR2311,10.0,万分之[0.2],万分之[0.2],0,9575.0,9575.0,1.9,10,5.0,0.004747211013529551,不是
20号胶,NR,NR2312,10.0,万分之[0.2],万分之[0.2],0,9600.0,9600.0,1.9,10,5.0,0.004734848484848485,不是
20号胶,NR,NR2401,10.0,万分之[0.2],万分之[0.2],0,9710.0,9710.0,1.9,10,5.0,0.004681209624566988,不是
20号胶,NR,NR2405,10.0,万分之[0.2],万分之[0.2],0,10195.0,10195.0,2.0,10,5.0,0.004458513531588568,不是
原油,SC,SC2309,15.0,20元,20元,0元,509.9,76485.0,20.0,1000,0.1,0.001225730535399098,不是
原油,SC,SC2312,15.0,20元,20元,0元,514.3,77145.0,20.0,1000,0.1,0.001215244020999417,不是
原油,SC,SC2403,15.0,20元,20元,0元,509.5,76425.0,20.0,1000,0.1,0.0012266928361138372,不是
原油,SC,SC2406,15.0,20元,20元,0元,507.4,76110.0,20.0,1000,0.1,0.0012317698068584945,不是
原油,SC,SC2409,15.0,20元,20元,0元,502.8,75420.0,20.0,1000,0.1,0.0012430389817024662,不是
原油,SC,SC2412,15.0,20元,20元,0元,500.5,75075.0,20.0,1000,0.1,0.0012487512487512488,不是
原油,SC,SC2503,15.0,20元,20元,0元,499.0,74850.0,20.0,1000,0.1,0.00125250501002004,不是
原油,SC,SC2506,15.0,20元,20元,0元,498.0,74700.0,20.0,1000,0.1,0.0012550200803212851,不是
原油,SC,SC2307,15.0,20元,20元,0元,509.4,76410.0,20.0,1000,0.1,0.0012269336474283472,是
原油,SC,SC2308,15.0,20元,20元,0元,510.2,76530.0,20.0,1000,0.1,0.0012250098000784009,不是
原油,SC,SC2509,15.0,20元,20元,0元,494.1,74115.0,20.0,1000,0.1,0.0012649261283141065,不是
原油,SC,SC2310,15.0,20元,20元,0元,509.6,76440.0,20.0,1000,0.1,0.0012264521193092622,不是
原油,SC,SC2311,15.0,20元,20元,0元,512.8,76920.0,20.0,1000,0.1,0.0012187987519500783,不是
原油,SC,SC2512,15.0,20元,20元,0元,497.0,74550.0,20.0,1000,0.1,0.0012575452716297789,不是
原油,SC,SC2401,15.0,20元,20元,0元,516.0,77400.0,20.0,1000,0.1,0.0012112403100775194,不是
原油,SC,SC2402,15.0,20元,20元,0元,503.1,75465.0,20.0,1000,0.1,0.001242297753925661,不是
原油,SC,SC2603,15.0,20元,20元,0元,488.0,73200.0,20.0,1000,0.1,0.0012807377049180327,不是
原油,SC,SC2405,15.0,20元,20元,0元,508.5,76275.0,20.0,1000,0.1,0.0012291052114060965,不是
原油,SC,SC2606,15.0,20元,20元,0元,485.0,72750.0,20.0,1000,0.1,0.001288659793814433,不是
工业硅,SI,SI2310,9.0,万分之[1],万分之[1],0,12995.0,5847.75,6.5,5,5.0,0.0038476337052712585,不是
工业硅,SI,SI2311,9.0,万分之[1],万分之[1],0,13055.0,5874.75,6.5,5,5.0,0.0038299502106472613,不是
工业硅,SI,SI2309,9.0,万分之[1],万分之[1],0,12990.0,5845.5,6.5,5,5.0,0.003849114703618168,不是
工业硅,SI,SI2308,9.0,万分之[1],万分之[1],0,12950.0,5827.5,6.5,5,5.0,0.003861003861003861,是
工业硅,SI,SI2312,9.0,万分之[1],万分之[1],0,13465.0,6059.25,6.7,5,5.0,0.003713330857779428,不是
工业硅,SI,SI2401,9.0,万分之[1],万分之[1],0,13500.0,6075.0,6.8,5,5.0,0.0037037037037037034,不是
工业硅,SI,SI2402,9.0,万分之[1],万分之[1],0,13560.0,6102.0,6.8,5,5.0,0.003687315634218289,不是
工业硅,SI,SI2403,9.0,万分之[1],万分之[1],0,13665.0,6149.25,6.8,5,5.0,0.003658982802780827,不是
中证500股指期货,IC,IC2306,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6047.2,145132.8,306.0,200,0.2,0.0002544089063469934,是
中证500股指期货,IC,IC2309,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6003.8,144091.2,303.8,200,0.2,0.00025624796603176963,不是
中证500股指期货,IC,IC2312,12.0,万分之[0.23],万分之[0.23],万分之[2.3],5955.6,142934.4,301.4,200,0.2,0.00025832183801154183,不是
中证500股指期货,IC,IC2307,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6027.2,144652.8,305.0,200,0.2,0.0002552531089828674,不是
沪深300股指期货,IF,IF2306,12.0,万分之[0.23],万分之[0.23],万分之[2.3],3800.4,136814.4,288.5,300,0.2,0.00040481568741751884,是
沪深300股指期货,IF,IF2309,12.0,万分之[0.23],万分之[0.23],万分之[2.3],3782.6,136173.6,287.1,300,0.2,0.0004067206520545494,不是
沪深300股指期货,IF,IF2312,12.0,万分之[0.23],万分之[0.23],万分之[2.3],3788.2,136375.2,287.5,300,0.2,0.00040611940722811324,不是
沪深300股指期货,IF,IF2307,12.0,万分之[0.23],万分之[0.23],万分之[2.3],3776.6,135957.6,286.6,300,0.2,0.0004073668216018478,不是
上证50股指期货,IH,IH2306,12.0,万分之[0.23],万分之[0.23],万分之[2.3],2489.6,89625.6,189.0,300,0.2,0.0006179553094720191,是
上证50股指期货,IH,IH2309,12.0,万分之[0.23],万分之[0.23],万分之[2.3],2466.0,88776.0,187.2,300,0.2,0.000623869237007923,不是
上证50股指期货,IH,IH2312,12.0,万分之[0.23],万分之[0.23],万分之[2.3],2478.4,89222.4,188.1,300,0.2,0.0006207478770422606,不是
上证50股指期货,IH,IH2307,12.0,万分之[0.23],万分之[0.23],万分之[2.3],2458.0,88488.0,186.6,300,0.2,0.0006258997308631158,不是
中证1000股指期货,IM,IM2306,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6566.6,157598.4,332.3,200,0.2,0.000234285861551113,是
中证1000股指期货,IM,IM2309,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6516.2,156388.8,329.7,200,0.2,0.0002360979617662961,不是
中证1000股指期货,IM,IM2312,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6473.2,155356.8,327.5,200,0.2,0.0002376663069983221,不是
中证1000股指期货,IM,IM2307,12.0,万分之[0.23],万分之[0.23],万分之[2.3],6550.4,157209.6,331.5,200,0.2,0.0002348652812746609,不是
10年期国债,T,T2306,3.0,3.03元,3.03元,0元,101.99,30597.0,3.0,10000,0.005,0.0012256103539562701,不是
10年期国债,T,T2309,2.0,3.03元,3.03元,0元,101.625,20325.0,3.0,10000,0.005,0.0016400164001640018,是
10年期国债,T,T2312,2.0,3.03元,3.03元,0元,101.235,20247.0,3.0,10000,0.005,0.0016463344363774057,不是
5年期国债,TF,TF2306,2.0,3.03元,3.03元,0元,102.16,20432.0,3.0,10000,0.005,0.001631427825632994,不是
5年期国债,TF,TF2309,1.2,3.03元,3.03元,0元,101.9799,12237.588,3.0,10000,0.005,0.0022286031587864592,是
5年期国债,TF,TF2312,1.2,3.03元,3.03元,0元,101.715,12205.8,3.0,10000,0.005,0.0022344071894285725,不是
30年期国债,TL,TL2309,3.5,3.03元,3.03元,0元,97.17,34009.5,3.0,10000,0.01,0.0022869427006506353,是
30年期国债,TL,TL2306,5.0,3.03元,3.03元,0元,97.39,48695.0,3.0,10000,0.01,0.0017113324434404626,不是
30年期国债,TL,TL2312,3.5,3.03元,3.03元,0元,96.75,33862.5,3.0,10000,0.01,0.0022968705139247776,不是
2年期国债,TS,TS2306,1.0,3.03元,3.03元,0元,101.265,20253.0,3.0,20000,0.005,0.0024687700587567273,不是
2年期国债,TS,TS2309,0.5,3.03元,3.03元,0元,101.245,10124.5,3.0,20000,0.005,0.003292343654830691,是
2年期国债,TS,TS2312,0.5,3.03元,3.03元,0元,101.1049,10110.49,3.0,20000,0.005,0.0032969058209180104,不是
